,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L,Avg-Book-Rating
376,The Beekeeper's Apprentice,LAURIE R. KING,1996,Bantam,http://images.amazon.com/images/P/0553571656.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553571656.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553571656.01.LZZZZZZZ.jpg,2.6222222222222222
2341,The Shell Seekers (Shell Seekers),Rosamunde Pilcher,1997,St. Martin's Press,http://images.amazon.com/images/P/0312961324.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312961324.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312961324.01.LZZZZZZZ.jpg,2.6216216216216215
2647,You Belong to Me,Johanna Lindsey,1994,Avon,http://images.amazon.com/images/P/0380762587.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380762587.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380762587.01.LZZZZZZZ.jpg,2.6206896551724137
2574,The Indwelling: The Beast Takes Possession (Left Behind #7),Tim Lahaye,2000,Tyndale House Publishers,http://images.amazon.com/images/P/0842329285.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0842329285.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0842329285.01.LZZZZZZZ.jpg,2.6206896551724137
1756,The Water Is Wide,PAT CONROY,1987,Bantam,http://images.amazon.com/images/P/0553268937.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553268937.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553268937.01.LZZZZZZZ.jpg,2.6206896551724137
2664,"Pawn of Prophecy (The Belgariad, Book 1)",David Eddings,1990,Del Rey Books,http://images.amazon.com/images/P/0345335511.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345335511.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345335511.01.LZZZZZZZ.jpg,2.619047619047619
2113,The Dilbert Future: Thriving on Stupidity in the 21st Century,Scott Adams,1997,HarperCollins Publishers,http://images.amazon.com/images/P/088730866X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/088730866X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/088730866X.01.LZZZZZZZ.jpg,2.619047619047619
338,White Noise (Contemporary American Fiction),Don DeLillo,1991,Penguin Books,http://images.amazon.com/images/P/0140077022.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140077022.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140077022.01.LZZZZZZZ.jpg,2.619047619047619
172,The Diary of Ellen Rimbauer: My Life at Rose Red,Joyce Reardon,2001,Hyperion,http://images.amazon.com/images/P/0786868015.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786868015.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786868015.01.LZZZZZZZ.jpg,2.6184210526315788
65,The Martian Chronicles,RAY BRADBURY,1984,Spectra,http://images.amazon.com/images/P/0553278223.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553278223.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553278223.01.LZZZZZZZ.jpg,2.6176470588235294
887,Unnatural Exposure,Cornwell Patricia,0,Little Brown Company,http://images.amazon.com/images/P/0316639842.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316639842.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316639842.01.LZZZZZZZ.jpg,2.616822429906542
885,Tis: A Memoir,Frank McCourt,2000,Simon &amp; Schuster,http://images.amazon.com/images/P/0743200985.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743200985.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743200985.01.LZZZZZZZ.jpg,2.6153846153846154
2179,Behind the Scenes at the Museum,Kate Atkinson,1996,Black Swan,http://images.amazon.com/images/P/0552996181.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0552996181.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0552996181.01.LZZZZZZZ.jpg,2.6153846153846154
427,A Tree Grows in Brooklyn,Betty Smith,1998,Perennial,http://images.amazon.com/images/P/006092988X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/006092988X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/006092988X.01.LZZZZZZZ.jpg,2.6136363636363638
1875,Stargirl,JERRY SPINELLI,2002,Knopf Books for Young Readers,http://images.amazon.com/images/P/037582233X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/037582233X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/037582233X.01.LZZZZZZZ.jpg,2.6136363636363638
1055,The Outsiders,S. E. Hinton,1993,Learning Curve,http://images.amazon.com/images/P/0440967694.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440967694.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440967694.01.LZZZZZZZ.jpg,2.6136363636363638
812,Five Quarters of the Orange,Joanne Harris,2002,Perennial,http://images.amazon.com/images/P/0060958022.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060958022.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060958022.01.LZZZZZZZ.jpg,2.6136363636363638
1000,Charlotte's Web,E. B. White,1974,Scholastic Paperbacks (T),http://images.amazon.com/images/P/059030271X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/059030271X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/059030271X.01.LZZZZZZZ.jpg,2.6136363636363638
1291,The Lake House,James Patterson,2003,"Little, Brown",http://images.amazon.com/images/P/0316603287.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316603287.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316603287.01.LZZZZZZZ.jpg,2.611111111111111
500,Shadow of the Hegemon (Ender Wiggins Saga (Paperback)),Orson Scott Card,2001,Tor Books,http://images.amazon.com/images/P/0812565959.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812565959.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812565959.01.LZZZZZZZ.jpg,2.608695652173913
2520,SHAMPOO PLANET : SHAMPOO PLANET,Douglas Coupland,1993,Washington Square Press,http://images.amazon.com/images/P/0671755064.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671755064.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671755064.01.LZZZZZZZ.jpg,2.608695652173913
1236,The Virgin Suicides,Jeffrey Eugenides,1994,Warner Books,http://images.amazon.com/images/P/0446670251.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446670251.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446670251.01.LZZZZZZZ.jpg,2.607594936708861
1266,A Man Named Dave: A Story of Triumph and Forgiveness,David J. Pelzer,1999,Dutton Books,http://images.amazon.com/images/P/0525945210.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0525945210.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0525945210.01.LZZZZZZZ.jpg,2.6065573770491803
1355,Roses Are Red,James Patterson,2000,Little Brown and Company,http://images.amazon.com/images/P/0316693251.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316693251.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316693251.01.LZZZZZZZ.jpg,2.604651162790698
498,Breakfast of Champions,Kurt Vonnegut,1991,Dell Publishing Company,http://images.amazon.com/images/P/0440131480.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440131480.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440131480.01.LZZZZZZZ.jpg,2.6
1100,And Then There Were None : A Novel,Agatha Christie,2001,St. Martin's Paperbacks,http://images.amazon.com/images/P/0312979479.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312979479.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312979479.01.LZZZZZZZ.jpg,2.6
2323,Step-Ball-Change,Jeanne Ray,2002,Shaye Areheart Books,http://images.amazon.com/images/P/0609610031.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0609610031.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0609610031.01.LZZZZZZZ.jpg,2.6
1802,Anne of Windy Poplars (Anne of Green Gables Novels (Paperback)),L.M. MONTGOMERY,1983,Bantam Classics,http://images.amazon.com/images/P/0553213164.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553213164.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553213164.01.LZZZZZZZ.jpg,2.5952380952380953
2699,The Mammoth Hunters (Earth's Children (Paperback)),JEAN M. AUEL,1986,Bantam,http://images.amazon.com/images/P/0553280945.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553280945.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553280945.01.LZZZZZZZ.jpg,2.5952380952380953
1257,Three To Get Deadly : A Stephanie Plum Novel (A Stephanie Plum Novel),Janet Evanovich,1998,St. Martin's Paperbacks,http://images.amazon.com/images/P/0312966091.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312966091.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312966091.01.LZZZZZZZ.jpg,2.5934959349593494
289,The Bear and the Dragon,Tom Clancy,2000,G. P. Putnam's Sons,http://images.amazon.com/images/P/039914563X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/039914563X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/039914563X.01.LZZZZZZZ.jpg,2.590909090909091
2762,The Ritual Bath (Peter Decker &amp; Rina Lazarus Novels (Paperback)),Faye Kellerman,1991,Fawcett Books,http://images.amazon.com/images/P/0449213730.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449213730.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449213730.01.LZZZZZZZ.jpg,2.5892857142857144
2807,Lost Boys,Orson Scott Card,1993,HarperTorch,http://images.amazon.com/images/P/0061091316.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061091316.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061091316.01.LZZZZZZZ.jpg,2.588235294117647
378,Larry's Party,Carol Shields,1998,Penguin Books,http://images.amazon.com/images/P/0140266771.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140266771.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140266771.01.LZZZZZZZ.jpg,2.586206896551724
1309,Judgment in Death,J. D. Robb,2004,Berkley Publishing Group,http://images.amazon.com/images/P/0425176304.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425176304.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425176304.01.LZZZZZZZ.jpg,2.5833333333333335
889,In the Heart of the Sea: The Tragedy of the Whaleship Essex,Nathaniel Philbrick,2000,Penguin Putnam,http://images.amazon.com/images/P/0670891576.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0670891576.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0670891576.01.LZZZZZZZ.jpg,2.5806451612903225
2206,The Clan of the Cave Bear (Earth's Children (Paperback)),Jean M. Auel,1984,Bantam Books,http://images.amazon.com/images/P/0553250426.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553250426.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553250426.01.LZZZZZZZ.jpg,2.5784313725490198
408,Good Omens,Neil Gaiman,1996,Ace Books,http://images.amazon.com/images/P/0441003257.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0441003257.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0441003257.01.LZZZZZZZ.jpg,2.578125
1448,So Long and Thanks for all the Fish,Douglas Adams,1985,Pocket,http://images.amazon.com/images/P/0671525808.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671525808.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671525808.01.LZZZZZZZ.jpg,2.576923076923077
410,Fatal Voyage,Kathy Reichs,2002,Pocket,http://images.amazon.com/images/P/0671028375.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671028375.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671028375.01.LZZZZZZZ.jpg,2.5757575757575757
1122,Crocodile on the Sandbank,Elizabeth Peters,1988,Warner Books,http://images.amazon.com/images/P/0445406518.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0445406518.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0445406518.01.LZZZZZZZ.jpg,2.575
2348,Anne of Ingleside (Anne of Green Gables Novels (Paperback)),L.M. MONTGOMERY,1984,Bantam Classics,http://images.amazon.com/images/P/0553213156.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553213156.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553213156.01.LZZZZZZZ.jpg,2.575
902,Basket Case,Carl Hiaasen,2003,Warner Books,http://images.amazon.com/images/P/044661193X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/044661193X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/044661193X.01.LZZZZZZZ.jpg,2.574074074074074
2740,Not Without My Daughter,Betty Mahmoody,1993,St. Martin's Press,http://images.amazon.com/images/P/0312925883.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312925883.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312925883.01.LZZZZZZZ.jpg,2.5714285714285716
1370,All Tomorrow's Parties,William Gibson,1999,Putnam Pub Group,http://images.amazon.com/images/P/0399145796.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399145796.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399145796.01.LZZZZZZZ.jpg,2.5714285714285716
2142,Ringworld,Larry Niven,1990,Del Rey Books,http://images.amazon.com/images/P/0345333926.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345333926.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345333926.01.LZZZZZZZ.jpg,2.5714285714285716
1559,The Awakening,Kate Chopin,1985,Bantam,http://images.amazon.com/images/P/055321330X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/055321330X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/055321330X.01.LZZZZZZZ.jpg,2.5625
575,"The Shelters of Stone (Earth's Children Series, No 5)",JEAN M. AUEL,2002,Crown,http://images.amazon.com/images/P/0609610597.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0609610597.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0609610597.01.LZZZZZZZ.jpg,2.5625
145,London : The Novel,EDWARD RUTHERFURD,1998,Fawcett,http://images.amazon.com/images/P/0449002632.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449002632.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449002632.01.LZZZZZZZ.jpg,2.558139534883721
2644,Can You Keep a Secret?,Sophie Kinsella,2004,Dial Books,http://images.amazon.com/images/P/0385336810.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385336810.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385336810.01.LZZZZZZZ.jpg,2.558139534883721
760,"City of Golden Shadow (Otherland, Volume 1)",Tad Williams,1998,Daw Books,http://images.amazon.com/images/P/0886777631.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0886777631.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0886777631.01.LZZZZZZZ.jpg,2.5555555555555554
1539,YOU BELONG TO ME,Mary Higgins Clark,1998,Simon &amp; Schuster,http://images.amazon.com/images/P/0684835959.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684835959.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684835959.01.LZZZZZZZ.jpg,2.5555555555555554
815,Girl With a Pearl Earring,Tracy Chevalier,1999,Dutton Books,http://images.amazon.com/images/P/052594527X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/052594527X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/052594527X.01.LZZZZZZZ.jpg,2.5555555555555554
1779,The Screwtape Letters,C. S. Lewis,2001,Harper SanFrancisco,http://images.amazon.com/images/P/0060652934.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060652934.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060652934.01.LZZZZZZZ.jpg,2.5517241379310347
734,East of Eden (Oprah's Book Club),John Steinbeck,2003,Penguin Books,http://images.amazon.com/images/P/0142004235.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0142004235.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0142004235.01.LZZZZZZZ.jpg,2.5510204081632653
2120,Bell Jar,Sylvia Plath,0,Faber Faber Inc,http://images.amazon.com/images/P/0571081789.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0571081789.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0571081789.01.LZZZZZZZ.jpg,2.55
1844,The Voice of the Night,Dean R. Koontz,1996,Berkley Publishing Group,http://images.amazon.com/images/P/0425128164.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425128164.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425128164.01.LZZZZZZZ.jpg,2.549019607843137
2575,Mischief,Catherine Hart,1995,Harper Mass Market Paperbacks (Mm),http://images.amazon.com/images/P/0380777312.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380777312.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380777312.01.LZZZZZZZ.jpg,2.5483870967741935
250,Bridget Jones : The Edge of Reason,Helen Fielding,2000,Viking Books,http://images.amazon.com/images/P/0670892963.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0670892963.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0670892963.01.LZZZZZZZ.jpg,2.5483870967741935
155,The Scarlet Letter,NATHANIEL HAWTHORNE,1965,Bantam,http://images.amazon.com/images/P/0553210092.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553210092.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553210092.01.LZZZZZZZ.jpg,2.547169811320755
159,Empire Falls,Richard Russo,2002,Vintage Books USA,http://images.amazon.com/images/P/0375726403.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375726403.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375726403.01.LZZZZZZZ.jpg,2.546153846153846
2049,London Transports,Maeve Binchy,1995,Dell Publishing Company,http://images.amazon.com/images/P/0440212359.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440212359.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440212359.01.LZZZZZZZ.jpg,2.5454545454545454
2858,Daughter of the Forest (The Sevenwaters Trilogy),Juliet Marillier,2000,Tor Books,http://images.amazon.com/images/P/031284879X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/031284879X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/031284879X.01.LZZZZZZZ.jpg,2.5454545454545454
594,The Cat Who Knew Shakespeare,Lilian Jackson Braun,1988,Jove Books,http://images.amazon.com/images/P/0515095826.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515095826.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515095826.01.LZZZZZZZ.jpg,2.5454545454545454
484,The Green Mile,Stephen King,1999,Pocket,http://images.amazon.com/images/P/0671032658.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671032658.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671032658.01.LZZZZZZZ.jpg,2.543859649122807
56,Scarlet Letter,Nathaniel Hawthorne,1993,Signet Book,http://images.amazon.com/images/P/0451525221.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451525221.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451525221.01.LZZZZZZZ.jpg,2.5428571428571427
2284,The Associate,Phillip Margolin,2002,HarperTorch,http://images.amazon.com/images/P/0061030643.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061030643.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061030643.01.LZZZZZZZ.jpg,2.5428571428571427
1365,The Inn at Lake Devine,Elinor Lipman,1999,Random House,http://images.amazon.com/images/P/037570485X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/037570485X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/037570485X.01.LZZZZZZZ.jpg,2.5416666666666665
2145,The Remains of the Day (Vintage International),Kazuo Ishiguro,1993,Vintage Books USA,http://images.amazon.com/images/P/0679731725.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679731725.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679731725.01.LZZZZZZZ.jpg,2.5416666666666665
2065,The Cat Who Went to Heaven,Elizabeth Coatsworth,1990,Aladdin,http://images.amazon.com/images/P/0689714335.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0689714335.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0689714335.01.LZZZZZZZ.jpg,2.5384615384615383
1487,Q Is for Quarry,Sue Grafton,2003,Berkley Publishing Group,http://images.amazon.com/images/P/0425192725.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425192725.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425192725.01.LZZZZZZZ.jpg,2.5384615384615383
111,Catch 22,Joseph Heller,1996,Simon &amp; Schuster,http://images.amazon.com/images/P/0684833395.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684833395.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684833395.01.LZZZZZZZ.jpg,2.5348837209302326
1969,Narcissus in Chains (Anita Blake Vampire Hunter (Paperback)),Laurell K. Hamilton,2002,Jove Books,http://images.amazon.com/images/P/0515133876.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515133876.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515133876.01.LZZZZZZZ.jpg,2.533333333333333
2674,"So Many Books, So Little Time: A Year of Passionate Reading",Sara Nelson,2003,G. P. Putnam's Sons,http://images.amazon.com/images/P/0399150838.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399150838.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399150838.01.LZZZZZZZ.jpg,2.533333333333333
2746,Into the Forest,JEAN HEGLAND,1998,Bantam,http://images.amazon.com/images/P/0553379615.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553379615.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553379615.01.LZZZZZZZ.jpg,2.533333333333333
2158,Melody (Logan),V.C. Andrews,1996,Pocket,http://images.amazon.com/images/P/0671534718.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671534718.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671534718.01.LZZZZZZZ.jpg,2.5306122448979593
517,What to Expect When You're Expecting (Revised Edition),Arlene Eisenberg,1996,Workman Pub Co,http://images.amazon.com/images/P/089480829X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/089480829X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/089480829X.01.LZZZZZZZ.jpg,2.5303030303030303
2369,Reunion in Death,J. D. Robb,2002,Berkley Publishing Group,http://images.amazon.com/images/P/0425183971.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425183971.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425183971.01.LZZZZZZZ.jpg,2.5294117647058822
324,A Spell for Chameleon (Xanth Novels (Paperback)),Piers Anthony,1987,Del Rey Books,http://images.amazon.com/images/P/0345347536.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345347536.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345347536.01.LZZZZZZZ.jpg,2.5294117647058822
945,Stardust,Neil Gaiman,1999,DC Comics,http://images.amazon.com/images/P/156389470X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/156389470X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/156389470X.01.LZZZZZZZ.jpg,2.5294117647058822
845,Naked Lunch,William S. Burroughs,1992,Grove Press,http://images.amazon.com/images/P/0802132952.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0802132952.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0802132952.01.LZZZZZZZ.jpg,2.5294117647058822
2061,A Place of Execution,Val McDermid,2001,St. Martin's Paperbacks,http://images.amazon.com/images/P/0312979533.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312979533.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312979533.01.LZZZZZZZ.jpg,2.5294117647058822
2232,Lady of Avalon,Marion Zimmer Bradley,1998,Roc,http://images.amazon.com/images/P/0451456521.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451456521.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451456521.01.LZZZZZZZ.jpg,2.5277777777777777
1183,Running with Scissors: A Memoir,Augusten Burroughs,2003,Picador USA,http://images.amazon.com/images/P/031242227X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/031242227X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/031242227X.01.LZZZZZZZ.jpg,2.526315789473684
2278,Key of Light (Key Trilogy (Paperback)),Nora Roberts,2003,Jove Books,http://images.amazon.com/images/P/051513628X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/051513628X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/051513628X.01.LZZZZZZZ.jpg,2.526315789473684
1762,Persuasion,Jane Austen,1984,Bantam Books,http://images.amazon.com/images/P/0553211374.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553211374.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553211374.01.LZZZZZZZ.jpg,2.5238095238095237
1815,e,Matt Beaumont,2000,Plume Books,http://images.amazon.com/images/P/0452281881.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0452281881.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0452281881.01.LZZZZZZZ.jpg,2.5238095238095237
134,Heart of the Sea (Irish Trilogy),Nora Roberts,2000,Jove Books,http://images.amazon.com/images/P/0515128554.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515128554.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515128554.01.LZZZZZZZ.jpg,2.5232558139534884
274,Me Talk Pretty One Day,David Sedaris,2001,Back Bay Books,http://images.amazon.com/images/P/0316776963.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316776963.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316776963.01.LZZZZZZZ.jpg,2.522222222222222
2340,Simply Divine,Wendy Holden,2000,Plume Books,http://images.amazon.com/images/P/0452281679.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0452281679.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0452281679.01.LZZZZZZZ.jpg,2.5217391304347827
579,A Room of One's Own,Virginia Woolf,1989,Harcourt,http://images.amazon.com/images/P/0156787334.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0156787334.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0156787334.01.LZZZZZZZ.jpg,2.52
715,Peace Like a River,Leif Enger,2002,Grove Press,http://images.amazon.com/images/P/0802139256.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0802139256.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0802139256.01.LZZZZZZZ.jpg,2.52
2190,Job: A Comedy of Justice,Robert A. Heinlein,1990,Del Rey Books,http://images.amazon.com/images/P/0345316509.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345316509.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345316509.01.LZZZZZZZ.jpg,2.5185185185185186
